weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,USC-SIkJalpha,inc death,2,CY,0.63,0.73,0.3,0.6,-0.3,10,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,1,CY,1,1,0.67,1,0.04,9,1,Cyprus
10,EuroCOVIDhub-ensemble,inc death,1,CY,0.77,0.64,0.67,1,0.09,9,1,Cyprus
10,ILM-EKF,inc death,1,CY,0.55,0.61,0.89,1,0.09,9,1,Cyprus
10,MUNI-ARIMA,inc death,1,CY,0.87,0.75,0.67,1,0.12,9,1,Cyprus
10,SDSC_ISG-TrendModel,inc death,1,CY,1.41,1.31,0,0.88,-0.2,8,1,Cyprus
10,USC-SIkJalpha,inc death,1,CY,0.68,0.8,0.22,0.44,0.06,9,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,4,CZ,1,1,1,1,0.05,10,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,4,CZ,1.5,1.11,0.5,0.9,0.02,10,1,Czechia
10,ILM-EKF,inc case,4,CZ,2.39,1.63,0.2,0.8,0.05,10,1,Czechia
10,MUNI-ARIMA,inc case,4,CZ,1.01,0.92,0.7,1,0.14,10,1,Czechia
10,USC-SIkJalpha,inc case,4,CZ,2.49,2.46,0.2,0.2,0.15,10,1,Czechia
10,EuroCOVIDhub-baseline,inc case,3,CZ,1,1,0.9,1,0.06,10,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,3,CZ,1.21,1.04,0.6,0.8,0.06,10,1,Czechia
10,ILM-EKF,inc case,3,CZ,1.54,1.17,0.2,0.8,0.04,10,1,Czechia
10,MUNI-ARIMA,inc case,3,CZ,0.81,0.82,0.8,1,0.13,10,1,Czechia
10,USC-SIkJalpha,inc case,3,CZ,1.71,1.89,0.2,0.2,0.18,10,1,Czechia
10,EuroCOVIDhub-baseline,inc case,2,CZ,1,1,0.8,1,0.03,10,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,2,CZ,1.01,0.93,0.6,0.7,0.1,10,1,Czechia
10,ILM-EKF,inc case,2,CZ,1.21,0.97,0.4,0.7,0.04,10,1,Czechia
10,MUNI-ARIMA,inc case,2,CZ,0.79,0.82,0.7,0.9,0.17,10,1,Czechia
10,USC-SIkJalpha,inc case,2,CZ,1.15,1.39,0.2,0.2,0.32,10,1,Czechia
10,EuroCOVIDhub-baseline,inc case,1,CZ,1,1,0.67,1,-0.03,9,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,1,CZ,1.06,0.86,0.44,0.89,0.07,9,1,Czechia
10,ILM-EKF,inc case,1,CZ,1.24,0.89,0.44,0.89,0.09,9,1,Czechia
10,MUNI-ARIMA,inc case,1,CZ,0.78,0.77,0.78,1,0.1,9,1,Czechia
10,SDSC_ISG-TrendModel,inc case,1,CZ,1,0.71,0.38,1,0.04,8,1,Czechia
10,USC-SIkJalpha,inc case,1,CZ,1.2,1.39,0.33,0.33,0.16,9,1,Czechia
10,EuroCOVIDhub-baseline,inc death,4,CZ,1,1,1,1,-0.03,10,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,4,CZ,1.33,0.88,0.5,1,-0.12,10,1,Czechia
10,ILM-EKF,inc death,4,CZ,1.3,0.87,0.4,1,-0.03,10,1,Czechia
10,MUNI-ARIMA,inc death,4,CZ,1.47,1.1,0.8,1,0,10,1,Czechia
10,USC-SIkJalpha,inc death,4,CZ,0.96,0.88,0,0.3,-0.05,10,1,Czechia
10,EuroCOVIDhub-baseline,inc death,3,CZ,1,1,1,1,-0.02,10,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,3,CZ,1.04,0.77,0.6,1,-0.06,10,1,Czechia
10,ILM-EKF,inc death,3,CZ,0.94,0.7,0.5,1,0,10,1,Czechia
10,MUNI-ARIMA,inc death,3,CZ,1.2,0.97,0.7,1,0.03,10,1,Czechia
10,USC-SIkJalpha,inc death,3,CZ,0.74,0.82,0.2,0.2,0.06,10,1,Czechia
10,EuroCOVIDhub-baseline,inc death,2,CZ,1,1,0.8,1,0.03,10,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,2,CZ,0.88,0.73,0.7,1,0.01,10,1,Czechia
10,ILM-EKF,inc death,2,CZ,0.79,0.68,0.7,1,-0.02,10,1,Czechia
10,MUNI-ARIMA,inc death,2,CZ,0.98,0.91,0.6,1,0.05,10,1,Czechia
10,USC-SIkJalpha,inc death,2,CZ,0.79,0.79,0.2,0.3,0.35,10,1,Czechia
10,EuroCOVIDhub-baseline,inc death,1,CZ,1,1,0.67,1,-0.04,9,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,1,CZ,0.9,0.73,0.78,1,0.01,9,1,Czechia
10,ILM-EKF,inc death,1,CZ,0.86,0.92,1,1,-0.02,9,1,Czechia
10,MUNI-ARIMA,inc death,1,CZ,0.73,0.76,0.78,1,0.01,9,1,Czechia
10,SDSC_ISG-TrendModel,inc death,1,CZ,1.33,1.03,0.38,1,-0.11,8,1,Czechia
10,USC-SIkJalpha,inc death,1,CZ,1.06,1.01,0.11,0.11,0.42,9,1,Czechia
10,AMM-EpiInvert,inc case,4,DE,1.22,1.09,0.56,1,-0.12,10,1,Germany
10,CovidMetrics-epiBATS,inc case,4,DE,0.87,0.87,0.5,0.9,-0.21,10,1,Germany
10,EuroCOVIDhub-baseline,inc case,4,DE,1,1,0.3,0.8,-0.1,10,1,Germany
10,EuroCOVIDhub-ensemble,inc case,4,DE,1.14,1.13,0.6,0.9,-0.19,10,1,Germany
10,HZI-AgeExtendedSEIR,inc case,4,DE,1.17,1.66,0.9,0.9,-0.05,10,1,Germany
10,ILM-EKF,inc case,4,DE,1.59,1.77,0.3,0.7,-0.48,10,1,Germany
10,ITWW-county_repro,inc case,4,DE,2.35,3.19,0,0.1,0.21,10,1,Germany
10,MUNI-ARIMA,inc case,4,DE,1.01,0.91,0.3,1,-0.15,10,1,Germany
10,USC-SIkJalpha,inc case,4,DE,5.23,4.87,0.2,0.4,0.05,10,1,Germany
10,itwm-dSEIR,inc case,4,DE,1.16,1.12,0.6,1,-0.25,10,1,Germany
10,AMM-EpiInvert,inc case,3,DE,1.39,1.37,0.4,0.9,-0,10,1,Germany
10,CovidMetrics-epiBATS,inc case,3,DE,0.99,1.04,0.6,0.6,-0.12,10,1,Germany
10,EuroCOVIDhub-baseline,inc case,3,DE,1,1,0.1,0.8,-0.12,10,1,Germany
10,EuroCOVIDhub-ensemble,inc case,3,DE,1.55,1.46,0.4,0.9,-0.14,10,1,Germany
10,HZI-AgeExtendedSEIR,inc case,3,DE,1.5,1.7,0.8,0.8,0.06,10,1,Germany
10,ILM-EKF,inc case,3,DE,1.66,1.81,0.2,0.6,-0.38,10,1,Germany
10,ITWW-county_repro,inc case,3,DE,2.31,3.15,0,0.2,0.39,10,1,Germany
10,MUNI-ARIMA,inc case,3,DE,1.06,0.94,0.2,0.9,-0.13,10,1,Germany
10,USC-SIkJalpha,inc case,3,DE,10.02,7.57,0.1,0.2,0.12,10,1,Germany
10,itwm-dSEIR,inc case,3,DE,1.58,1.54,0.6,0.9,-0.11,10,1,Germany
10,AMM-EpiInvert,inc case,2,DE,1.44,1.32,0.4,0.8,0.16,10,1,Germany
10,CovidMetrics-epiBATS,inc case,2,DE,0.91,0.92,0.4,0.7,-0.08,10,1,Germany
10,EuroCOVIDhub-baseline,inc case,2,DE,1,1,0.3,0.8,-0.11,10,1,Germany
10,EuroCOVIDhub-ensemble,inc case,2,DE,1.32,1.25,0.4,0.8,0.03,10,1,Germany
10,HZI-AgeExtendedSEIR,inc case,2,DE,1.23,1.16,0.7,1,0.07,10,1,Germany
10,ILM-EKF,inc case,2,DE,1.96,2.17,0.2,0.4,-0.16,10,1,Germany
10,ITWW-county_repro,inc case,2,DE,1.72,2.26,0,0.2,0.6,10,1,Germany
10,MUNI-ARIMA,inc case,2,DE,0.95,0.94,0.2,0.8,0.01,10,1,Germany
10,USC-SIkJalpha,inc case,2,DE,1.79,1.94,0.1,0.2,0.05,10,1,Germany
10,itwm-dSEIR,inc case,2,DE,1.43,1.42,0.5,0.8,0.08,10,1,Germany
10,AMM-EpiInvert,inc case,1,DE,1.21,1.1,0.33,1,0.24,9,1,Germany
10,CovidMetrics-epiBATS,inc case,1,DE,0.7,0.69,0.44,0.78,-0.07,9,1,Germany
10,EuroCOVIDhub-baseline,inc case,1,DE,1,1,0.11,1,-0.17,9,1,Germany
10,EuroCOVIDhub-ensemble,inc case,1,DE,0.9,0.82,0.56,0.89,0.13,9,1,Germany
10,HZI-AgeExtendedSEIR,inc case,1,DE,0.79,0.86,0.78,1,0.03,9,1,Germany
10,ILM-EKF,inc case,1,DE,1.37,1.53,0.33,0.78,0.02,9,1,Germany
10,ITWW-county_repro,inc case,1,DE,1.36,1.79,0,0.11,0.51,9,1,Germany
10,MUNI-ARIMA,inc case,1,DE,0.88,0.87,0.33,0.78,-0.02,9,1,Germany
10,SDSC_ISG-TrendModel,inc case,1,DE,0.69,0.65,0.5,0.88,0.01,8,1,Germany
10,USC-SIkJalpha,inc case,1,DE,1.38,1.28,0.22,0.56,0.11,9,1,Germany
10,itwm-dSEIR,inc case,1,DE,1.01,0.98,0.56,0.78,0.18,9,1,Germany
10,EuroCOVIDhub-baseline,inc death,4,DE,1,1,0.8,1,0.01,10,1,Germany
10,EuroCOVIDhub-ensemble,inc death,4,DE,0.88,0.87,0.7,1,-0.06,10,1,Germany
10,HZI-AgeExtendedSEIR,inc death,4,DE,0.75,1.38,0.9,0.9,0.06,10,1,Germany
10,ILM-EKF,inc death,4,DE,1.25,1.08,0.4,1,-0.44,10,1,Germany
10,ITWW-county_repro,inc death,4,DE,2.17,2.91,0.2,0.3,0.37,10,1,Germany
10,MUNI-ARIMA,inc death,4,DE,1.19,1.12,0.6,1,0.13,10,1,Germany
10,USC-SIkJalpha,inc death,4,DE,1.3,1.52,0,0.5,-0.45,10,1,Germany
10,itwm-dSEIR,inc death,4,DE,1.2,1.21,0.7,1,-0.18,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,3,DE,1,1,0.5,1,-0.04,10,1,Germany
10,EuroCOVIDhub-ensemble,inc death,3,DE,0.61,0.61,0.6,1,0.08,10,1,Germany
10,HZI-AgeExtendedSEIR,inc death,3,DE,0.59,0.95,1,1,0.08,10,1,Germany
10,ILM-EKF,inc death,3,DE,0.7,0.68,0.5,1,-0.23,10,1,Germany
10,ITWW-county_repro,inc death,3,DE,1.59,2.31,0,0,0.6,10,1,Germany
10,MUNI-ARIMA,inc death,3,DE,1.25,1.14,0.2,1,-0,10,1,Germany
10,USC-SIkJalpha,inc death,3,DE,0.93,1.15,0.2,0.6,-0.29,10,1,Germany
10,itwm-dSEIR,inc death,3,DE,0.76,0.8,0.7,0.9,0,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,2,DE,1,1,0.7,1,-0.01,10,1,Germany
10,EuroCOVIDhub-ensemble,inc death,2,DE,0.78,0.66,0.7,1,0.12,10,1,Germany
10,HZI-AgeExtendedSEIR,inc death,2,DE,0.64,0.9,1,1,0.06,10,1,Germany
10,ILM-EKF,inc death,2,DE,1.08,0.9,0.7,1,-0.03,10,1,Germany
10,ITWW-county_repro,inc death,2,DE,2.23,2.88,0.1,0.2,0.23,10,1,Germany
10,MUNI-ARIMA,inc death,2,DE,1,0.96,0.6,0.9,0.02,10,1,Germany
10,USC-SIkJalpha,inc death,2,DE,1.13,1.17,0.3,0.5,-0.43,10,1,Germany
10,itwm-dSEIR,inc death,2,DE,1.12,0.97,0.5,0.9,0.05,10,1,Germany
10,EuroCOVIDhub-baseline,inc death,1,DE,1,1,0.33,1,-0.06,9,1,Germany
10,EuroCOVIDhub-ensemble,inc death,1,DE,0.82,0.81,0.44,1,-0.04,9,1,Germany
10,HZI-AgeExtendedSEIR,inc death,1,DE,0.95,1,0.78,1,-0.02,9,1,Germany
10,ILM-EKF,inc death,1,DE,0.9,0.91,0.56,1,0.01,9,1,Germany
10,ITWW-county_repro,inc death,1,DE,2.01,3.05,0,0.11,0.12,9,1,Germany
10,MUNI-ARIMA,inc death,1,DE,1.11,1.11,0,0.89,-0.06,9,1,Germany
10,SDSC_ISG-TrendModel,inc death,1,DE,0.97,0.98,0.38,0.88,-0.3,8,1,Germany
10,USC-SIkJalpha,inc death,1,DE,0.72,0.77,0.56,0.89,-0.18,9,1,Germany
10,itwm-dSEIR,inc death,1,DE,0.86,0.9,0.44,0.67,-0.02,9,1,Germany
10,AMM-EpiInvert,inc case,4,DK,1.43,1.23,0.33,1,0.1,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.9,1,0.09,10,1,Denmark
10,EuroCOVIDhub-ensemble,inc case,4,DK,1.1,0.82,0.4,1,-0.05,10,1,Denmark
10,ILM-EKF,inc case,4,DK,1.11,0.83,0.2,0.8,-0.22,10,1,Denmark
10,MUNI-ARIMA,inc case,4,DK,1.06,0.84,0.6,1,-0.05,10,1,Denmark
10,USC-SIkJalpha,inc case,4,DK,1.8,1.87,0,0.1,0.19,10,1,Denmark
10,AMM-EpiInvert,inc case,3,DK,1.51,1.13,0.2,0.9,0.12,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.8,1,0.08,10,1,Denmark
10,EuroCOVIDhub-ensemble,inc case,3,DK,1.25,0.86,0.2,1,0.02,10,1,Denmark
10,ILM-EKF,inc case,3,DK,1.26,0.93,0.3,0.9,-0.1,10,1,Denmark
10,MUNI-ARIMA,inc case,3,DK,1.23,0.89,0.4,1,0.03,10,1,Denmark
10,USC-SIkJalpha,inc case,3,DK,1.62,1.69,0,0.2,0.2,10,1,Denmark
10,AMM-EpiInvert,inc case,2,DK,1.35,1.03,0.3,0.9,0.08,10,1,Denmark
10,EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.5,1,0.11,10,1,Denmark
10,EuroCOVIDhub-ensemble,inc case,2,DK,1.3,0.87,0.2,1,0.06,10,1,Denmark
10,ILM-EKF,inc case,2,DK,1.38,1.03,0.2,0.8,-0.04,10,1,Denmark
10,MUNI-ARIMA,inc case,2,DK,1.37,0.95,0.6,1,0.09,10,1,Denmark
10,USC-SIkJalpha,inc case,2,DK,1.34,1.42,0,0.3,0.19,10,1,Denmark
10,AMM-EpiInvert,inc case,1,DK,0.97,0.8,0.44,1,0.01,9,1,Denmark
10,EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.67,1,0,9,1,Denmark
10,EuroCOVIDhub-ensemble,inc case,1,DK,1.19,0.87,0.33,1,-0,9,1,Denmark
10,ILM-EKF,inc case,1,DK,1.52,1.09,0.22,0.89,-0.12,9,1,Denmark
10,MUNI-ARIMA,inc case,1,DK,1.25,0.92,0.44,1,0.09,9,1,Denmark
10,SDSC_ISG-TrendModel,inc case,1,DK,1.18,0.91,0.25,1,-0.14,8,1,Denmark
10,USC-SIkJalpha,inc case,1,DK,1.2,1.25,0.11,0.56,-0.04,9,1,Denmark
10,EuroCOVIDhub-baseline,inc death,4,DK,1,1,0.5,1,-0.01,10,1,Denmark
10,EuroCOVIDhub-ensemble,inc death,4,DK,1.12,1.14,0.4,1,-0.21,10,1,Denmark
10,ILM-EKF,inc death,4,DK,1.07,1.07,0.4,1,-0.33,10,1,Denmark
10,MUNI-ARIMA,inc death,4,DK,1.34,1.34,0.5,0.9,-0.06,10,1,Denmark
10,USC-SIkJalpha,inc death,4,DK,1.33,1.8,0.1,0.3,-0.14,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,3,DK,1,1,0.3,1,-0.01,10,1,Denmark
10,EuroCOVIDhub-ensemble,inc death,3,DK,0.9,1.05,0.5,0.9,-0.11,10,1,Denmark
10,ILM-EKF,inc death,3,DK,0.78,0.92,0.5,1,-0.18,10,1,Denmark
10,MUNI-ARIMA,inc death,3,DK,1.07,1.22,0.6,0.9,0.05,10,1,Denmark
10,USC-SIkJalpha,inc death,3,DK,1.27,1.92,0.2,0.3,-0.21,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.3,1,-0.04,10,1,Denmark
10,EuroCOVIDhub-ensemble,inc death,2,DK,0.92,1.02,0.6,0.8,-0.13,10,1,Denmark
10,ILM-EKF,inc death,2,DK,0.72,0.89,0.8,1,-0.11,10,1,Denmark
10,MUNI-ARIMA,inc death,2,DK,1.08,1.12,0.4,0.8,0.03,10,1,Denmark
10,USC-SIkJalpha,inc death,2,DK,1.31,1.81,0.1,0.2,-0.24,10,1,Denmark
10,EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.44,1,-0.03,9,1,Denmark
10,EuroCOVIDhub-ensemble,inc death,1,DK,0.89,1.03,0.78,1,-0.14,9,1,Denmark
10,ILM-EKF,inc death,1,DK,0.86,1.4,0.89,1,-0.08,9,1,Denmark
10,MUNI-ARIMA,inc death,1,DK,1.33,1.17,0.67,1,-0.01,9,1,Denmark
10,SDSC_ISG-TrendModel,inc death,1,DK,0.7,0.87,1,1,-0.09,8,1,Denmark
10,USC-SIkJalpha,inc death,1,DK,1.62,2.07,0.33,0.44,-0.21,9,1,Denmark
10,EuroCOVIDhub-baseline,inc case,4,EE,1,1,0.9,1,0.17,10,1,Estonia
10,EuroCOVIDhub-ensemble,inc case,4,EE,1.57,1.19,0.5,1,0.13,10,1,Estonia
10,ILM-EKF,inc case,4,EE,3.15,2.49,0.2,0.7,-0.02,10,1,Estonia
10,MUNI-ARIMA,inc case,4,EE,1.75,1.26,0.5,1,0.27,10,1,Estonia
10,USC-SIkJalpha,inc case,4,EE,1.92,1.76,0,0.3,0.2,10,1,Estonia
10,EuroCOVIDhub-baseline,inc case,3,EE,1,1,0.9,1,0.17,10,1,Estonia
10,EuroCOVIDhub-ensemble,inc case,3,EE,1.33,1.05,0.4,0.9,0.15,10,1,Estonia
10,ILM-EKF,inc case,3,EE,2.46,2.1,0.3,0.7,-0.03,10,1,Estonia
10,MUNI-ARIMA,inc case,3,EE,1.49,1.18,0.6,0.9,0.29,10,1,Estonia
10,USC-SIkJalpha,inc case,3,EE,1.15,1.14,0.2,0.4,0.21,10,1,Estonia
10,EuroCOVIDhub-baseline,inc case,2,EE,1,1,0.9,1,0.14,10,1,Estonia
10,EuroCOVIDhub-ensemble,inc case,2,EE,1.73,1.05,0.5,1,0.16,10,1,Estonia
10,ILM-EKF,inc case,2,EE,2.39,1.64,0.2,0.8,-0.01,10,1,Estonia
10,MUNI-ARIMA,inc case,2,EE,1.09,0.73,0.6,1,0.3,10,1,Estonia
10,USC-SIkJalpha,inc case,2,EE,1.35,1.27,0.2,0.4,0.29,10,1,Estonia
10,EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.89,1,0.13,9,1,Estonia
10,EuroCOVIDhub-ensemble,inc case,1,EE,1.31,0.93,0.44,1,0.1,9,1,Estonia
10,ILM-EKF,inc case,1,EE,1.86,1.29,0.33,0.89,-0.09,9,1,Estonia
10,MUNI-ARIMA,inc case,1,EE,1.28,0.93,0.56,1,0.29,9,1,Estonia
10,SDSC_ISG-TrendModel,inc case,1,EE,1.69,1.23,0.5,1,-0.3,8,1,Estonia
10,USC-SIkJalpha,inc case,1,EE,0.93,0.88,0.22,0.67,0.26,9,1,Estonia
10,EuroCOVIDhub-baseline,inc death,4,EE,1,1,0.9,1,-0.14,10,1,Estonia
10,EuroCOVIDhub-ensemble,inc death,4,EE,1.4,1.28,0.4,0.9,-0.11,10,1,Estonia
10,ILM-EKF,inc death,4,EE,1.97,1.97,0.3,0.9,-0.11,10,1,Estonia
10,MUNI-ARIMA,inc death,4,EE,1.17,1,0.6,1,0.05,10,1,Estonia
10,USC-SIkJalpha,inc death,4,EE,1.76,2.23,0.1,0.3,0.08,10,1,Estonia
10,EuroCOVIDhub-baseline,inc death,3,EE,1,1,0.9,1,-0.14,10,1,Estonia
10,EuroCOVIDhub-ensemble,inc death,3,EE,1.56,1.32,0.5,1,-0.15,10,1,Estonia
10,ILM-EKF,inc death,3,EE,2.05,1.9,0.5,1,-0.14,10,1,Estonia
10,MUNI-ARIMA,inc death,3,EE,1.26,1.1,0.7,1,0.05,10,1,Estonia
10,USC-SIkJalpha,inc death,3,EE,2.28,2.77,0.1,0.2,0.05,10,1,Estonia
10,EuroCOVIDhub-baseline,inc death,2,EE,1,1,0.7,1,-0.12,10,1,Estonia
10,EuroCOVIDhub-ensemble,inc death,2,EE,1.23,0.97,0.6,1,-0.13,10,1,Estonia
10,ILM-EKF,inc death,2,EE,1.48,1.28,0.6,1,-0.16,10,1,Estonia
10,MUNI-ARIMA,inc death,2,EE,0.95,0.88,0.7,1,0.06,10,1,Estonia
10,USC-SIkJalpha,inc death,2,EE,1.95,2.38,0.1,0.1,-0.1,10,1,Estonia
10,EuroCOVIDhub-baseline,inc death,1,EE,1,1,0.67,1,-0.02,9,1,Estonia
10,EuroCOVIDhub-ensemble,inc death,1,EE,0.92,0.95,0.78,1,-0.16,9,1,Estonia
10,ILM-EKF,inc death,1,EE,1,1.27,0.78,1,-0.17,9,1,Estonia
10,MUNI-ARIMA,inc death,1,EE,0.81,0.86,0.78,1,0.04,9,1,Estonia
10,SDSC_ISG-TrendModel,inc death,1,EE,2.13,2.67,0.12,0.38,-0.49,8,1,Estonia
10,USC-SIkJalpha,inc death,1,EE,1.65,2.15,0.33,0.33,-0.17,9,1,Estonia
10,EuroCOVIDhub-baseline,inc case,4,ES,1,1,1,1,0.01,10,1,Spain
10,EuroCOVIDhub-ensemble,inc case,4,ES,0.89,0.39,0.9,1,-0.17,10,1,Spain
10,ILM-EKF,inc case,4,ES,1.35,0.47,0.3,0.9,-0.65,10,1,Spain
10,MUNI-ARIMA,inc case,4,ES,4.81,1.62,0.1,1,0.49,10,1,Spain
10,USC-SIkJalpha,inc case,4,ES,1.55,0.64,0.1,0.5,-0.47,10,1,Spain
10,EuroCOVIDhub-baseline,inc case,3,ES,1,1,1,1,0.04,10,1,Spain
10,EuroCOVIDhub-ensemble,inc case,3,ES,0.69,0.34,0.9,1,-0.2,10,1,Spain
10,ILM-EKF,inc case,3,ES,0.93,0.35,0.4,1,-0.54,10,1,Spain
10,MUNI-ARIMA,inc case,3,ES,3.53,1.4,0.4,1,0.47,10,1,Spain
10,USC-SIkJalpha,inc case,3,ES,1.27,0.55,0.1,0.5,-0.7,10,1,Spain
10,EuroCOVIDhub-baseline,inc case,2,ES,1,1,1,1,-0.03,10,1,Spain
10,EuroCOVIDhub-ensemble,inc case,2,ES,1.02,0.33,0.9,1,-0.18,10,1,Spain
10,ILM-EKF,inc case,2,ES,1.43,0.39,0.4,1,-0.54,10,1,Spain
10,MUNI-ARIMA,inc case,2,ES,2.98,1.02,0.5,1,0.45,10,1,Spain
10,UC3M-EpiGraph,inc case,2,ES,3.63,1.21,0.71,0.71,-0.14,7,1,Spain
10,USC-SIkJalpha,inc case,2,ES,1.15,0.42,0.2,0.6,-0.56,10,1,Spain
10,EuroCOVIDhub-baseline,inc case,1,ES,1,1,1,1,-0.09,9,1,Spain
10,EuroCOVIDhub-ensemble,inc case,1,ES,1.21,0.38,0.78,1,-0.2,9,1,Spain
10,ILM-EKF,inc case,1,ES,1.46,0.45,0.56,1,-0.38,9,1,Spain
10,MUNI-ARIMA,inc case,1,ES,1.62,0.77,0.78,1,0.04,9,1,Spain
10,SDSC_ISG-TrendModel,inc case,1,ES,1.35,0.61,1,1,-0.18,8,1,Spain
10,UC3M-EpiGraph,inc case,1,ES,8.09,2.43,0.43,0.71,0.04,7,1,Spain
10,USC-SIkJalpha,inc case,1,ES,1.28,0.49,0.11,0.67,-0.29,9,1,Spain
10,EuroCOVIDhub-baseline,inc death,4,ES,1,1,1,1,0.15,10,1,Spain
10,EuroCOVIDhub-ensemble,inc death,4,ES,1.07,0.61,0.8,1,0.04,10,1,Spain
10,ILM-EKF,inc death,4,ES,1.36,0.84,0.2,0.5,-0.32,10,1,Spain
10,MUNI-ARIMA,inc death,4,ES,1.05,0.67,0.9,1,0.22,10,1,Spain
10,EuroCOVIDhub-baseline,inc death,3,ES,1,1,1,1,0.17,10,1,Spain
10,EuroCOVIDhub-ensemble,inc death,3,ES,0.83,0.55,0.7,1,0.07,10,1,Spain
10,ILM-EKF,inc death,3,ES,1.07,0.76,0.4,0.9,-0.13,10,1,Spain
10,MUNI-ARIMA,inc death,3,ES,0.99,0.68,0.8,1,0.2,10,1,Spain
10,EuroCOVIDhub-baseline,inc death,2,ES,1,1,0.9,1,0.1,10,1,Spain
10,EuroCOVIDhub-ensemble,inc death,2,ES,0.86,0.64,0.8,0.9,0.07,10,1,Spain
10,ILM-EKF,inc death,2,ES,1.05,0.68,0.6,0.8,-0.13,10,1,Spain
10,MUNI-ARIMA,inc death,2,ES,1.03,0.73,0.7,1,0.1,10,1,Spain
10,USC-SIkJalpha,inc death,2,ES,1.68,1.33,0.22,0.44,-0.52,9,1,Spain
10,EuroCOVIDhub-baseline,inc death,1,ES,1,1,0.67,1,0.08,9,1,Spain
10,EuroCOVIDhub-ensemble,inc death,1,ES,0.88,0.83,0.44,1,0.11,9,1,Spain
10,ILM-EKF,inc death,1,ES,0.94,0.86,0.33,1,-0.01,9,1,Spain
10,MUNI-ARIMA,inc death,1,ES,0.94,0.86,0.44,1,0.1,9,1,Spain
10,SDSC_ISG-TrendModel,inc death,1,ES,1,0.91,0.5,1,-0.09,8,1,Spain
10,USC-SIkJalpha,inc death,1,ES,1.38,1.7,0.25,0.25,-0.5,8,1,Spain
10,EuroCOVIDhub-baseline,inc case,4,FI,1,1,0.3,0.9,-0.07,10,1,Finland
10,EuroCOVIDhub-ensemble,inc case,4,FI,0.99,0.98,0.2,0.7,-0.28,10,1,Finland
10,MUNI-ARIMA,inc case,4,FI,0.69,0.71,0.2,0.7,-0.13,10,1,Finland
10,USC-SIkJalpha,inc case,4,FI,1.29,1.62,0,0.3,-0.58,10,1,Finland
10,EuroCOVIDhub-baseline,inc case,3,FI,1,1,0.3,0.9,0.08,10,1,Finland
10,EuroCOVIDhub-ensemble,inc case,3,FI,1.04,0.94,0.3,0.8,0,10,1,Finland
10,MUNI-ARIMA,inc case,3,FI,0.65,0.63,0.3,0.8,-0.04,10,1,Finland
10,USC-SIkJalpha,inc case,3,FI,1.29,1.56,0.1,0.3,-0.33,10,1,Finland
10,EuroCOVIDhub-baseline,inc case,2,FI,1,1,0.1,1,0.08,10,1,Finland
10,EuroCOVIDhub-ensemble,inc case,2,FI,1.33,1.35,0.3,0.8,0.02,10,1,Finland
10,MUNI-ARIMA,inc case,2,FI,0.97,1,0.2,0.7,-0.06,10,1,Finland
10,USC-SIkJalpha,inc case,2,FI,1.57,2.05,0,0.4,-0.03,10,1,Finland
10,EuroCOVIDhub-baseline,inc case,1,FI,1,1,0.11,1,0.07,9,1,Finland
10,EuroCOVIDhub-ensemble,inc case,1,FI,0.87,0.94,0.11,0.89,0.13,9,1,Finland
10,MUNI-ARIMA,inc case,1,FI,0.94,0.98,0.11,0.78,-0.22,9,1,Finland
10,SDSC_ISG-TrendModel,inc case,1,FI,1.49,1.26,0.25,0.88,-0.31,8,1,Finland
10,USC-SIkJalpha,inc case,1,FI,1.11,1.31,0.11,0.33,0.16,9,1,Finland
10,EuroCOVIDhub-baseline,inc death,4,FI,1,1,0.2,1,-0.02,10,1,Finland
10,EuroCOVIDhub-ensemble,inc death,4,FI,0.97,1.07,0.5,0.7,-0.18,10,1,Finland
10,MUNI-ARIMA,inc death,4,FI,0.86,0.94,0.3,0.8,-0.21,10,1,Finland
10,USC-SIkJalpha,inc death,4,FI,1.12,1.52,0.3,0.3,-0.43,10,1,Finland
10,EuroCOVIDhub-baseline,inc death,3,FI,1,1,0.2,1,0.12,10,1,Finland
